epoch,accuracy,percision,recall,f1_score
1.0,0.9671026785714286,0.6426597131681877,0.9597352024922119,0.7698266437607372
2.0,0.9925803571428572,0.8916493027728802,0.849442663001985,0.8700344072568033
3.0,0.9870089285714285,0.8558888076079005,0.752411575562701,0.8008213552361397
4.0,0.9902857142857143,0.8634761243456895,0.9000111346175259,0.8813651728273907
5.0,0.9913080357142857,0.9157619898309743,0.9486796213253612,0.9319302171100934
